sampleid	purity	PC	PoP	Euploidy	pl.tumor	pl.overall	%amp	%del	%del.loh	%cn.loh
TCGA.AP.A1DO.01A	0.74	0.406	0.103	2	2.21	2.15	0.259	0.147	0	0
TCGA.AP.A1DP.01A	0.95	0.0652	1	2	2.06	2.06	0.0406	0.0246	0	0.0246
TCGA.AP.A1DR.01A	0.14	0.0189	0.429	2	2	2	0.00135	0.0176	0.00271	0.00406
TCGA.AP.A1E0.01A	0.48	0.0999	0.0227	2	2	2	0.0613	0.0386	0	0.00227
TCGA.AP.A1E1.01A	0.35	0.226	0.149	2	2.14	2.05	0.104	0.122	0	0.00147
TCGA.AP.A1E3.01A	0.42	0.325	0.0116	2	2.04	2.01	0.18	0.146	0	0.00378
TCGA.AP.A1E4.01A	0.53	0.213	0.0957	2	2.29	2.15	0.184	0.0297	0	0
TCGA.AP.A3K1.01A	0.85	0.634	0.509	6	5.31	5.41	0.112	0.522	0	0
TCGA.AP.A5FX.01A	0.64	0.526	0.0552	2	1.96	1.97	0.194	0.332	0.00544	0.0145
TCGA.AX.A05Y.01A	0.53	0.0427	0.857	2	2.06	2.03	0.0397	0.00305	0	0
TCGA.AX.A05Z.01A	0.47	0.167	0.119	2	2.01	2.01	0.0895	0.0775	0	0
TCGA.AX.A063.01A	0.7	0.0444	0.233	2	2.04	2.03	0.0341	0.0104	0	0
TCGA.AX.A064.01A	0.99	0.104	0.37	2	2.06	2.06	0.0436	0.0603	0	0
TCGA.AX.A06D.01A	0.76	0.591	0.0847	4	4.2	4.15	0.225	0.366	0	0
TCGA.AX.A06H.01A	0.71	0.388	0	2	2	2	0.171	0.217	0	0
TCGA.AX.A06L.01A	0.95	0.194	0.0656	4	4	4	0.109	0.0847	0	0
TCGA.AX.A0IS.01A	0.85	0.231	0.116	2	2.11	2.09	0.145	0.086	0.00382	0.0229
TCGA.AX.A0IU.01A	0.82	0.248	0.316	2	2.02	2.02	0.0895	0.159	0.0126	0.0126
TCGA.AX.A0IW.01A	0.83	0.75	0.195	2	2.4	2.33	0.484	0.266	0.00407	0.0772
TCGA.AX.A0IZ.01A	0.99	0.0659	0.0256	2	1.99	1.99	0.00676	0.0591	0	0.00169
TCGA.AX.A0J0.01A	0.57	0.00163	0	2	2	2	0	0.00163	0	0
TCGA.AX.A0J1.01A	0.8	0.152	0.0135	2	2.07	2.05	0.0676	0.084	0	0.00205
TCGA.AX.A1C4.01A	0.95	0.182	0.0549	2	2.08	2.08	0.106	0.0762	0	0.01
TCGA.AX.A1C5.01A	0.19	0.0731	0.189	2	2.02	2	0.0237	0.0494	0.00593	0.00198
TCGA.AX.A1C7.01A	0.98	0.317	0.53	4	4	4	0.12	0.197	0	0.0515
TCGA.AX.A1C8.01A	0.67	0.391	0.187	2	1.94	1.96	0.156	0.235	0.0527	0
TCGA.AX.A1C9.01A	0.81	0.13	0.325	2	1.9	1.92	0.00651	0.124	0.0375	0.00489
TCGA.AX.A1CA.01A	0.78	0.714	0.491	6	5.14	5.33	0.1	0.613	0	0
TCGA.AX.A1CC.01A	0.2	0.112	0.237	2	2.03	2.01	0.0381	0.0743	0.00571	0.0133
TCGA.AX.A1CE.01A	0.98	0.238	0	2	2	2	0.0813	0.157	0	0
