sampleid	purity	PC	PoP	Euploidy	pl.tumor	pl.overall	%amp	%del	%del.loh	%cn.loh
TCGA.F1.A72C.01A	0.29	0.194	0.333	2	2.1	2.03	0.147	0.0464	0.00403	0
TCGA.FP.7735.01A	0.48	0.49	0.489	2	2.41	2.2	0.273	0.217	0	0.0574
TCGA.FP.7829.01A	0.85	0.487	0.421	4	3.69	3.73	0.111	0.375	0	0
TCGA.FP.7916.01A	0.35	0.66	0.366	2	2.07	2.02	0.389	0.27	0.0175	0.189
TCGA.FP.7998.01A	0.98	0.0538	0.0244	2	2.01	2.01	0.0236	0.0302	0	0
TCGA.FP.8099.01A	0.93	0.477	0.116	2	1.91	1.92	0.109	0.368	0.0115	0.00573
TCGA.FP.8209.01A	0.87	0.0444	0.0769	2	2	2	0.00684	0.0376	0.00171	0.00171
TCGA.FP.8210.01A	0.77	0.0503	0.0909	2	2.01	2.01	0.0168	0.0335	0	0.00457
TCGA.FP.8211.01A	0.83	0.108	0.328	2	2.08	2.07	0.0911	0.0167	0	0.0316
TCGA.FP.8631.01A	0.62	0.492	0.0693	2	2.12	2.08	0.294	0.198	0	0.00162
TCGA.FP.A4BE.01A	0.55	0.462	0.0432	2	2	2	0.164	0.297	0.00664	0
TCGA.FP.A4BF.01A	0.43	0.502	0.282	2	2.12	2.05	0.278	0.224	0	0.0707
TCGA.FP.A8CX.01A	0.14	0.171	0.371	2	2.05	2.01	0.0739	0.0968	0.0317	0.0246
TCGA.FP.A9TM.01A	0.37	0.611	0.431	4	3.99	4	0.233	0.378	0	0.00191
TCGA.HF.7131.01A	0.55	0.618	0.703	4	3.25	3.59	0.0459	0.572	0	0
TCGA.HF.7132.01A	0.35	0.451	0.152	2	2.08	2.03	0.258	0.193	0	0.0564
TCGA.HF.7133.01A	0.54	0.506	0.285	2	1.67	1.82	0.0889	0.417	0.0968	0.0257
TCGA.HF.7134.01A	0.8	0.43	0.357	2	2.22	2.18	0.206	0.224	0	0.00251
TCGA.HF.7136.01A	0.79	0.782	0.0657	2	1.86	1.89	0.259	0.523	0	0.0514
TCGA.HF.A5NB.01A	0.91	0.315	0.214	2	2.06	2.06	0.143	0.173	0	0.0675
TCGA.HJ.7597.01A	0.61	0.352	0.00976	2	1.93	1.96	0.0893	0.263	0.00172	0.00172
TCGA.HU.8238.01A	0.92	0.0333	0.0556	2	2.02	2.02	0.0204	0.013	0	0.00185
TCGA.HU.8243.01A	0.86	0.196	0.289	2	1.98	1.98	0.0469	0.149	0.00162	0.055
TCGA.HU.8244.01A	0.93	0.403	0.214	2	1.98	1.98	0.122	0.281	0	0.069
TCGA.HU.8245.01A	0.88	0.106	0.25	2	2.05	2.04	0.0759	0.0297	0	0.0248
TCGA.HU.8249.01A	0.87	0.117	0.164	2	2.03	2.03	0.069	0.0482	0	0.0112
TCGA.HU.8602.01A	0.5	0.326	0.175	2	2.12	2.06	0.168	0.158	0	0
TCGA.HU.8604.01A	0.78	0.101	0.0143	2	2.01	2.01	0.0476	0.0534	0	0
TCGA.HU.8608.01A	0.23	0.1	0.278	2	2	2	0.0465	0.0539	0.0149	0
TCGA.HU.8610.01A	0.17	0.342	0.42	2	2.02	2	0.146	0.197	0.0753	0.0171
TCGA.HU.A4G2.01A	0.68	0.26	0.0773	2	2.03	2.02	0.0777	0.182	0	0
TCGA.HU.A4G3.01A	0.72	0.312	0	2	2	2	0.143	0.17	0	0
TCGA.HU.A4G6.01A	0.75	0.911	0.0409	4	3.88	3.91	0.324	0.587	0	0
TCGA.HU.A4G8.01A	0.17	0.186	0.426	2	1.98	2	0.0519	0.135	0.0421	0.0162
TCGA.HU.A4G9.01A	0.89	0.336	0.425	2	2.16	2.15	0.176	0.16	0	0.0849
TCGA.HU.A4GC.01A	0.26	0.471	0.286	2	2.28	2.07	0.262	0.209	0.0304	0.0019
TCGA.HU.A4GF.01A	0.73	0.627	0.228	2	2	2	0.266	0.361	0	0.0964
TCGA.HU.A4GH.01A	0.72	0.615	0.205	4	3.98	3.99	0.297	0.319	0	0
TCGA.HU.A4GJ.01A	0.78	0.211	0	2	2	2	0.114	0.0976	0	0
TCGA.HU.A4GN.01A	0.06	0.173	0.988	2	2.04	2	0.1	0.0729	0.0708	0.135
TCGA.HU.A4GP.01A	0.84	0.316	0.392	4	4	4	0.122	0.194	0	0
TCGA.HU.A4GQ.01A	0.51	0.152	0.15	2	2.06	2.03	0.0639	0.0883	0	0.00913
TCGA.HU.A4GT.01A	0.81	0.403	0.0752	2	2.04	2.04	0.119	0.283	0	0.0107
