sampleid	purity	PC	PoP	Euploidy	pl.tumor	pl.overall	%amp	%del	%del.loh	%cn.loh
TCGA.39.5040.01A	0.73	0.564	0.395	4	3.7	3.78	0.129	0.434	0	0
TCGA.43.2576.01A	0.34	0.261	0.248	2	2.02	2.01	0.111	0.149	0.00202	0.0343
TCGA.43.2578.01A	0.43	0.417	0.375	2	2.63	2.27	0.367	0.0502	0	0.00772
TCGA.43.2581.01A	0.34	0.0547	0.533	2	2.09	2.03	0.031	0.0237	0.00547	0.00182
TCGA.43.3394.01A	0.83	0.611	0.163	2	1.95	1.96	0.178	0.432	0.0481	0.024
TCGA.43.3920.01A	0.7	0.287	0.627	2	2.3	2.21	0.229	0.0579	0	0.0193
TCGA.43.5668.01A	0.42	0.59	0.416	4	3.82	3.92	0.181	0.41	0	0
TCGA.43.5670.01A	0.7	0.542	0.0807	2	1.98	1.99	0.165	0.377	0	0.0152
TCGA.43.6143.01A	0.92	0.658	0.328	4	3.79	3.8	0.227	0.431	0	0.00548
TCGA.43.6647.01A	0.17	0.418	0.411	2	1.81	1.97	0.106	0.312	0.0797	0.0503
TCGA.43.6770.01A	0.62	0.719	0.102	2	1.82	1.89	0.23	0.489	0.0123	0.0246
TCGA.43.6771.01A	0.48	0.283	0.127	2	2.08	2.04	0.166	0.117	0	0.0195
TCGA.43.6773.01A	0.99	0.264	0	2	2	2	0.12	0.144	0	0
TCGA.43.7656.01A	0.54	0.484	0.169	2	1.7	1.84	0.072	0.412	0.01	0.056
TCGA.43.7657.01A	0.49	0.809	0.159	2	2.22	2.11	0.395	0.414	0.00977	0.041
TCGA.43.7658.01A	0.82	0.592	0.11	2	1.92	1.94	0.186	0.406	0.00512	0.00171
TCGA.43.8115.01A	0.36	0.52	0.188	2	2.03	2.01	0.206	0.314	0.018	0.02
TCGA.43.8116.01A	0.56	0.418	0.823	4	3.48	3.71	0.0487	0.369	0	0
TCGA.43.8118.01A	0.24	0.313	0.199	2	2.18	2.04	0.171	0.142	0.0212	0
TCGA.43.A474.01A	0.71	0.78	0.402	4	3.56	3.69	0.163	0.618	0	0
TCGA.43.A475.01A	0.27	0.281	0.392	2	2.3	2.08	0.224	0.0576	0.0169	0
TCGA.43.A56U.01A	0.13	0.524	0.668	2	1.92	1.99	0.22	0.304	0.205	0.0806
TCGA.43.A56V.01A	0.49	0.613	0.145	2	2.25	2.12	0.319	0.294	0	0.00171
TCGA.46.3765.01A	0.54	0.623	0.506	4	3.84	3.91	0.189	0.434	0	0
TCGA.46.3767.01A	0.22	0.483	0.222	2	1.87	1.97	0.109	0.374	0.0505	0.0162
TCGA.46.3768.01A	0.73	0.669	0.141	2	1.76	1.82	0.164	0.505	0.00498	0.0681
TCGA.46.3769.01A	0.62	0.812	0.594	4	3.84	3.9	0.292	0.519	0	0
TCGA.46.6025.01A	0.64	0.74	0.152	2	1.8	1.87	0.185	0.556	0	0.0855
TCGA.46.6026.01A	0.85	0.591	0.244	4	3.67	3.72	0.16	0.431	0	0
