sampleid	purity	PC	PoP	Euploidy	pl.tumor	pl.overall	%amp	%del	%del.loh	%cn.loh
TCGA.AA.3679.01A	0.82	0.326	0.342	2	2.07	2.05	0.176	0.151	0.0355	0.023
TCGA.AA.3680.01A	0.75	0.175	0.0625	2	1.98	1.98	0.0601	0.115	0.0109	0
TCGA.AA.3681.01A	0.53	0.403	0.209	2	2.13	2.07	0.219	0.183	0.0229	0.0134
TCGA.AA.3684.01A	0.28	0.36	0.5	2	2.14	2.04	0.259	0.101	0.00405	0.0283
TCGA.AA.3685.01A	0.65	0.539	0.248	2	2.19	2.12	0.286	0.253	0	0.0385
TCGA.AA.3688.01A	0.86	0.472	0.246	4	4.04	4.03	0.175	0.297	0	0
TCGA.AA.3692.01A	0.82	0.336	0.247	2	1.91	1.92	0.087	0.249	0.0494	0
TCGA.AA.3693.01A	0.89	0.504	0.06	2	2.06	2.05	0.246	0.258	0	0
TCGA.AA.3695.01A	0.75	0.752	0.202	2	2.45	2.34	0.632	0.12	0	0.00394
TCGA.AA.3696.01A	0.85	0.382	0.0594	2	2.22	2.18	0.285	0.0964	0	0.0227
TCGA.AA.3697.01A	0.73	0.574	0.258	4	4.23	4.17	0.295	0.279	0	0
TCGA.AA.3710.01A	0.12	0.608	0.0511	2	2.08	2.01	0.274	0.334	0.0128	0.0109
TCGA.AA.3712.01A	0.81	0.52	0.337	4	3.78	3.82	0.135	0.386	0	0
TCGA.AA.3713.01A	0.56	0.185	0.108	2	2.05	2.03	0.0833	0.101	0	0.0179
TCGA.AA.3715.01A	0.57	0.279	0.108	2	2.06	2.03	0.171	0.107	0	0
TCGA.AA.3811.01A	0.69	0.873	0.148	4	3.69	3.78	0.333	0.54	0	0
TCGA.AA.3812.01A	0.42	0.61	0.00977	2	2.05	2.02	0.25	0.36	0	0
TCGA.AA.3814.01A	0.61	0.464	0.126	2	2.1	2.06	0.182	0.283	0.0055	0.0165
TCGA.AA.3818.01A	0.72	0.243	0.225	2	2.22	2.16	0.183	0.0604	0	0
TCGA.AA.3819.01A	0.71	0.183	0.158	2	1.93	1.95	0.0417	0.141	0.0236	0.00362
TCGA.AA.3821.01A	0.52	0.0942	0	2	2	2	0.0308	0.0635	0	0
TCGA.AA.3831.01A	0.65	0.115	0.2	2	1.98	1.99	0.00354	0.112	0	0.023
TCGA.AA.3833.01A	0.15	0.0817	0.415	2	1.99	2	0.0219	0.0598	0.00996	0.0179
TCGA.AA.3837.01A	0.57	0.676	0.145	2	2.24	2.14	0.547	0.129	0	0.0804
TCGA.AA.3841.01A	0.72	0.606	0.0376	2	1.85	1.89	0.147	0.459	0.00175	0
TCGA.AA.3842.01A	0.82	0.828	0.371	4	3.15	3.31	0.099	0.729	0	0
